,breed,file,xmin,ymin,xmax,ymax,foldername,filename,dog_number,prepfilename,xdelta,ydelta
n02107142_9282,Doberman,n02107142_9282,90.0,27.0,345.0,331.0,02107142,n02107142_9282,1,n02107142_9282-Doberman_cr1,255.0,304.0
n02107142_9362,Doberman,n02107142_9362,0.0,0.0,188.0,229.0,02107142,n02107142_9362,1,n02107142_9362-Doberman_cr1,188.0,229.0
n02107142_9379,Doberman,n02107142_9379,60.0,47.0,447.0,327.0,02107142,n02107142_9379,1,n02107142_9379-Doberman_cr1,387.0,280.0
n02107142_9597,Doberman,n02107142_9597,0.0,306.0,143.0,498.0,02107142,n02107142_9597,2,n02107142_9597-Doberman_cr2,143.0,192.0
n02107142_9621,Doberman,n02107142_9621,19.0,10.0,232.0,192.0,02107142,n02107142_9621,1,n02107142_9621-Doberman_cr1,213.0,182.0
n02107142_971,Doberman,n02107142_971,103.0,27.0,496.0,293.0,02107142,n02107142_971,1,n02107142_971-Doberman_cr1,393.0,266.0
n02107142_9772,Doberman,n02107142_9772,15.0,12.0,255.0,391.0,02107142,n02107142_9772,1,n02107142_9772-Doberman_cr1,240.0,379.0
n02107312_105,miniature_pinscher,n02107312_105,151.0,6.0,499.0,300.0,02107312,n02107312_105,1,n02107312_105-miniature_pinscher_cr1,348.0,294.0
n02107312_1154,miniature_pinscher,n02107312_1154,158.0,1.0,598.0,397.0,02107312,n02107312_1154,1,n02107312_1154-miniature_pinscher_cr1,440.0,396.0
n02107312_1195,miniature_pinscher,n02107312_1195,183.0,58.0,436.0,368.0,02107312,n02107312_1195,1,n02107312_1195-miniature_pinscher_cr1,253.0,310.0
n02107312_1207,miniature_pinscher,n02107312_1207,139.0,12.0,287.0,284.0,02107312,n02107312_1207,1,n02107312_1207-miniature_pinscher_cr1,148.0,272.0
n02107312_1233,miniature_pinscher,n02107312_1233,2.0,21.0,323.0,463.0,02107312,n02107312_1233,1,n02107312_1233-miniature_pinscher_cr1,321.0,442.0
n02107312_1316,miniature_pinscher,n02107312_1316,14.0,14.0,481.0,421.0,02107312,n02107312_1316,1,n02107312_1316-miniature_pinscher_cr1,467.0,407.0
n02107312_1520,miniature_pinscher,n02107312_1520,0.0,23.0,343.0,332.0,02107312,n02107312_1520,1,n02107312_1520-miniature_pinscher_cr1,343.0,309.0
n02107312_1586,miniature_pinscher,n02107312_1586,100.0,30.0,347.0,285.0,02107312,n02107312_1586,1,n02107312_1586-miniature_pinscher_cr1,247.0,255.0
n02107312_1590,miniature_pinscher,n02107312_1590,18.0,45.0,296.0,498.0,02107312,n02107312_1590,1,n02107312_1590-miniature_pinscher_cr1,278.0,453.0
n02107312_1608,miniature_pinscher,n02107312_1608,30.0,21.0,474.0,323.0,02107312,n02107312_1608,1,n02107312_1608-miniature_pinscher_cr1,444.0,302.0
n02107312_1716,miniature_pinscher,n02107312_1716,161.0,45.0,316.0,273.0,02107312,n02107312_1716,1,n02107312_1716-miniature_pinscher_cr1,155.0,228.0
n02107312_1724,miniature_pinscher,n02107312_1724,183.0,46.0,438.0,491.0,02107312,n02107312_1724,1,n02107312_1724-miniature_pinscher_cr1,255.0,445.0
n02107312_1794,miniature_pinscher,n02107312_1794,34.0,61.0,241.0,333.0,02107312,n02107312_1794,1,n02107312_1794-miniature_pinscher_cr1,207.0,272.0
n02107312_1803,miniature_pinscher,n02107312_1803,335.0,251.0,1229.0,782.0,02107312,n02107312_1803,1,n02107312_1803-miniature_pinscher_cr1,894.0,531.0
n02107312_1842,miniature_pinscher,n02107312_1842,97.0,35.0,458.0,374.0,02107312,n02107312_1842,1,n02107312_1842-miniature_pinscher_cr1,361.0,339.0
n02107312_1885,miniature_pinscher,n02107312_1885,97.0,8.0,470.0,319.0,02107312,n02107312_1885,1,n02107312_1885-miniature_pinscher_cr1,373.0,311.0
n02107312_190,miniature_pinscher,n02107312_190,52.0,2.0,390.0,372.0,02107312,n02107312_190,1,n02107312_190-miniature_pinscher_cr1,338.0,370.0
n02107312_1971,miniature_pinscher,n02107312_1971,92.0,1.0,476.0,368.0,02107312,n02107312_1971,1,n02107312_1971-miniature_pinscher_cr1,384.0,367.0
n02107312_2072,miniature_pinscher,n02107312_2072,90.0,68.0,323.0,446.0,02107312,n02107312_2072,1,n02107312_2072-miniature_pinscher_cr1,233.0,378.0
n02107312_2203,miniature_pinscher,n02107312_2203,0.0,65.0,312.0,498.0,02107312,n02107312_2203,1,n02107312_2203-miniature_pinscher_cr1,312.0,433.0
n02107312_2295,miniature_pinscher,n02107312_2295,154.0,3.0,499.0,332.0,02107312,n02107312_2295,1,n02107312_2295-miniature_pinscher_cr1,345.0,329.0
n02107312_2300,miniature_pinscher,n02107312_2300,146.0,50.0,328.0,291.0,02107312,n02107312_2300,1,n02107312_2300-miniature_pinscher_cr1,182.0,241.0
n02107312_2453,miniature_pinscher,n02107312_2453,0.0,2.0,293.0,478.0,02107312,n02107312_2453,1,n02107312_2453-miniature_pinscher_cr1,293.0,476.0
n02107312_2468,miniature_pinscher,n02107312_2468,57.0,133.0,255.0,394.0,02107312,n02107312_2468,1,n02107312_2468-miniature_pinscher_cr1,198.0,261.0
n02107312_2478,miniature_pinscher,n02107312_2478,8.0,46.0,296.0,477.0,02107312,n02107312_2478,1,n02107312_2478-miniature_pinscher_cr1,288.0,431.0
n02107312_2487,miniature_pinscher,n02107312_2487,43.0,27.0,485.0,332.0,02107312,n02107312_2487,1,n02107312_2487-miniature_pinscher_cr1,442.0,305.0
n02107312_254,miniature_pinscher,n02107312_254,168.0,85.0,322.0,322.0,02107312,n02107312_254,1,n02107312_254-miniature_pinscher_cr1,154.0,237.0
n02107312_2571,miniature_pinscher,n02107312_2571,19.0,43.0,303.0,313.0,02107312,n02107312_2571,1,n02107312_2571-miniature_pinscher_cr1,284.0,270.0
n02107312_262,miniature_pinscher,n02107312_262,64.0,57.0,352.0,349.0,02107312,n02107312_262,1,n02107312_262-miniature_pinscher_cr1,288.0,292.0
n02107312_27,miniature_pinscher,n02107312_27,63.0,22.0,302.0,332.0,02107312,n02107312_27,1,n02107312_27-miniature_pinscher_cr1,239.0,310.0
n02107312_2702,miniature_pinscher,n02107312_2702,77.0,35.0,321.0,374.0,02107312,n02107312_2702,1,n02107312_2702-miniature_pinscher_cr1,244.0,339.0
n02107312_2706,miniature_pinscher,n02107312_2706,67.0,23.0,214.0,290.0,02107312,n02107312_2706,1,n02107312_2706-miniature_pinscher_cr1,147.0,267.0
n02107312_2709,miniature_pinscher,n02107312_2709,211.0,126.0,389.0,374.0,02107312,n02107312_2709,2,n02107312_2709-miniature_pinscher_cr2,178.0,248.0
n02107312_2716,miniature_pinscher,n02107312_2716,122.0,148.0,372.0,341.0,02107312,n02107312_2716,1,n02107312_2716-miniature_pinscher_cr1,250.0,193.0
n02107312_281,miniature_pinscher,n02107312_281,73.0,28.0,266.0,283.0,02107312,n02107312_281,1,n02107312_281-miniature_pinscher_cr1,193.0,255.0
n02107312_2893,miniature_pinscher,n02107312_2893,125.0,36.0,485.0,323.0,02107312,n02107312_2893,1,n02107312_2893-miniature_pinscher_cr1,360.0,287.0
n02107312_2945,miniature_pinscher,n02107312_2945,183.0,1.0,384.0,215.0,02107312,n02107312_2945,2,n02107312_2945-miniature_pinscher_cr2,201.0,214.0
n02107312_2948,miniature_pinscher,n02107312_2948,0.0,70.0,323.0,498.0,02107312,n02107312_2948,1,n02107312_2948-miniature_pinscher_cr1,323.0,428.0
n02107312_2958,miniature_pinscher,n02107312_2958,72.0,225.0,172.0,486.0,02107312,n02107312_2958,1,n02107312_2958-miniature_pinscher_cr1,100.0,261.0
n02107312_2967,miniature_pinscher,n02107312_2967,24.0,90.0,219.0,332.0,02107312,n02107312_2967,1,n02107312_2967-miniature_pinscher_cr1,195.0,242.0
n02107312_3009,miniature_pinscher,n02107312_3009,15.0,9.0,192.0,174.0,02107312,n02107312_3009,1,n02107312_3009-miniature_pinscher_cr1,177.0,165.0
n02107312_3020,miniature_pinscher,n02107312_3020,108.0,58.0,332.0,497.0,02107312,n02107312_3020,1,n02107312_3020-miniature_pinscher_cr1,224.0,439.0
n02107312_3071,miniature_pinscher,n02107312_3071,74.0,49.0,353.0,373.0,02107312,n02107312_3071,1,n02107312_3071-miniature_pinscher_cr1,279.0,324.0
n02107312_3227,miniature_pinscher,n02107312_3227,58.0,12.0,482.0,374.0,02107312,n02107312_3227,1,n02107312_3227-miniature_pinscher_cr1,424.0,362.0
n02107312_3238,miniature_pinscher,n02107312_3238,103.0,153.0,356.0,342.0,02107312,n02107312_3238,1,n02107312_3238-miniature_pinscher_cr1,253.0,189.0
n02107312_33,miniature_pinscher,n02107312_33,10.0,23.0,331.0,498.0,02107312,n02107312_33,1,n02107312_33-miniature_pinscher_cr1,321.0,475.0
n02107312_3368,miniature_pinscher,n02107312_3368,86.0,0.0,499.0,333.0,02107312,n02107312_3368,1,n02107312_3368-miniature_pinscher_cr1,413.0,333.0
n02107312_3426,miniature_pinscher,n02107312_3426,170.0,40.0,446.0,328.0,02107312,n02107312_3426,1,n02107312_3426-miniature_pinscher_cr1,276.0,288.0
n02107312_3449,miniature_pinscher,n02107312_3449,78.0,52.0,330.0,272.0,02107312,n02107312_3449,1,n02107312_3449-miniature_pinscher_cr1,252.0,220.0
n02107312_3456,miniature_pinscher,n02107312_3456,151.0,42.0,356.0,307.0,02107312,n02107312_3456,1,n02107312_3456-miniature_pinscher_cr1,205.0,265.0
n02107312_3470,miniature_pinscher,n02107312_3470,138.0,58.0,499.0,375.0,02107312,n02107312_3470,1,n02107312_3470-miniature_pinscher_cr1,361.0,317.0
n02107312_3474,miniature_pinscher,n02107312_3474,40.0,56.0,247.0,477.0,02107312,n02107312_3474,1,n02107312_3474-miniature_pinscher_cr1,207.0,421.0
n02107312_3592,miniature_pinscher,n02107312_3592,153.0,75.0,336.0,448.0,02107312,n02107312_3592,2,n02107312_3592-miniature_pinscher_cr2,183.0,373.0
n02107312_3603,miniature_pinscher,n02107312_3603,149.0,140.0,366.0,309.0,02107312,n02107312_3603,1,n02107312_3603-miniature_pinscher_cr1,217.0,169.0
n02107312_3624,miniature_pinscher,n02107312_3624,55.0,26.0,366.0,443.0,02107312,n02107312_3624,1,n02107312_3624-miniature_pinscher_cr1,311.0,417.0
n02107312_3636,miniature_pinscher,n02107312_3636,122.0,90.0,363.0,320.0,02107312,n02107312_3636,1,n02107312_3636-miniature_pinscher_cr1,241.0,230.0
n02107312_3667,miniature_pinscher,n02107312_3667,0.0,82.0,333.0,498.0,02107312,n02107312_3667,1,n02107312_3667-miniature_pinscher_cr1,333.0,416.0
n02107312_3673,miniature_pinscher,n02107312_3673,80.0,66.0,281.0,456.0,02107312,n02107312_3673,1,n02107312_3673-miniature_pinscher_cr1,201.0,390.0
n02107312_3823,miniature_pinscher,n02107312_3823,1.0,11.0,479.0,483.0,02107312,n02107312_3823,1,n02107312_3823-miniature_pinscher_cr1,478.0,472.0
n02107312_3841,miniature_pinscher,n02107312_3841,22.0,0.0,189.0,147.0,02107312,n02107312_3841,1,n02107312_3841-miniature_pinscher_cr1,167.0,147.0
n02107312_3864,miniature_pinscher,n02107312_3864,202.0,17.0,450.0,374.0,02107312,n02107312_3864,1,n02107312_3864-miniature_pinscher_cr1,248.0,357.0
n02107312_3888,miniature_pinscher,n02107312_3888,111.0,118.0,367.0,317.0,02107312,n02107312_3888,1,n02107312_3888-miniature_pinscher_cr1,256.0,199.0
n02107312_398,miniature_pinscher,n02107312_398,30.0,47.0,451.0,285.0,02107312,n02107312_398,1,n02107312_398-miniature_pinscher_cr1,421.0,238.0
n02107312_3980,miniature_pinscher,n02107312_3980,127.0,117.0,345.0,374.0,02107312,n02107312_3980,1,n02107312_3980-miniature_pinscher_cr1,218.0,257.0
n02107312_3994,miniature_pinscher,n02107312_3994,55.0,127.0,316.0,498.0,02107312,n02107312_3994,1,n02107312_3994-miniature_pinscher_cr1,261.0,371.0
n02107312_4049,miniature_pinscher,n02107312_4049,222.0,92.0,423.0,370.0,02107312,n02107312_4049,1,n02107312_4049-miniature_pinscher_cr1,201.0,278.0
n02107312_4057,miniature_pinscher,n02107312_4057,165.0,0.0,499.0,331.0,02107312,n02107312_4057,1,n02107312_4057-miniature_pinscher_cr1,334.0,331.0
n02107312_4065,miniature_pinscher,n02107312_4065,316.0,0.0,499.0,275.0,02107312,n02107312_4065,2,n02107312_4065-miniature_pinscher_cr2,183.0,275.0
n02107312_4167,miniature_pinscher,n02107312_4167,153.0,33.0,474.0,332.0,02107312,n02107312_4167,1,n02107312_4167-miniature_pinscher_cr1,321.0,299.0
n02107312_4234,miniature_pinscher,n02107312_4234,80.0,12.0,499.0,333.0,02107312,n02107312_4234,1,n02107312_4234-miniature_pinscher_cr1,419.0,321.0
n02107312_4269,miniature_pinscher,n02107312_4269,23.0,4.0,308.0,320.0,02107312,n02107312_4269,1,n02107312_4269-miniature_pinscher_cr1,285.0,316.0
n02107312_4355,miniature_pinscher,n02107312_4355,14.0,17.0,431.0,338.0,02107312,n02107312_4355,1,n02107312_4355-miniature_pinscher_cr1,417.0,321.0
n02107312_4456,miniature_pinscher,n02107312_4456,119.0,82.0,270.0,231.0,02107312,n02107312_4456,1,n02107312_4456-miniature_pinscher_cr1,151.0,149.0
n02107312_4540,miniature_pinscher,n02107312_4540,86.0,68.0,258.0,498.0,02107312,n02107312_4540,1,n02107312_4540-miniature_pinscher_cr1,172.0,430.0
n02107312_458,miniature_pinscher,n02107312_458,118.0,0.0,499.0,332.0,02107312,n02107312_458,1,n02107312_458-miniature_pinscher_cr1,381.0,332.0
n02107312_4586,miniature_pinscher,n02107312_4586,40.0,131.0,302.0,498.0,02107312,n02107312_4586,1,n02107312_4586-miniature_pinscher_cr1,262.0,367.0
n02107312_46,miniature_pinscher,n02107312_46,34.0,11.0,291.0,374.0,02107312,n02107312_46,1,n02107312_46-miniature_pinscher_cr1,257.0,363.0
n02107312_4613,miniature_pinscher,n02107312_4613,0.0,62.0,378.0,332.0,02107312,n02107312_4613,1,n02107312_4613-miniature_pinscher_cr1,378.0,270.0
n02107312_4650,miniature_pinscher,n02107312_4650,41.0,26.0,328.0,342.0,02107312,n02107312_4650,1,n02107312_4650-miniature_pinscher_cr1,287.0,316.0
n02107312_4692,miniature_pinscher,n02107312_4692,43.0,0.0,339.0,399.0,02107312,n02107312_4692,1,n02107312_4692-miniature_pinscher_cr1,296.0,399.0
n02107312_471,miniature_pinscher,n02107312_471,52.0,52.0,281.0,498.0,02107312,n02107312_471,1,n02107312_471-miniature_pinscher_cr1,229.0,446.0
n02107312_4730,miniature_pinscher,n02107312_4730,149.0,54.0,421.0,332.0,02107312,n02107312_4730,1,n02107312_4730-miniature_pinscher_cr1,272.0,278.0
n02107312_4741,miniature_pinscher,n02107312_4741,0.0,16.0,361.0,282.0,02107312,n02107312_4741,1,n02107312_4741-miniature_pinscher_cr1,361.0,266.0
n02107312_4750,miniature_pinscher,n02107312_4750,97.0,7.0,404.0,374.0,02107312,n02107312_4750,1,n02107312_4750-miniature_pinscher_cr1,307.0,367.0
n02107312_4845,miniature_pinscher,n02107312_4845,157.0,18.0,340.0,374.0,02107312,n02107312_4845,1,n02107312_4845-miniature_pinscher_cr1,183.0,356.0
n02107312_4907,miniature_pinscher,n02107312_4907,116.0,114.0,345.0,358.0,02107312,n02107312_4907,1,n02107312_4907-miniature_pinscher_cr1,229.0,244.0
n02107312_4929,miniature_pinscher,n02107312_4929,132.0,87.0,306.0,305.0,02107312,n02107312_4929,1,n02107312_4929-miniature_pinscher_cr1,174.0,218.0
n02107312_4943,miniature_pinscher,n02107312_4943,62.0,33.0,373.0,498.0,02107312,n02107312_4943,1,n02107312_4943-miniature_pinscher_cr1,311.0,465.0
n02107312_496,miniature_pinscher,n02107312_496,27.0,33.0,275.0,498.0,02107312,n02107312_496,1,n02107312_496-miniature_pinscher_cr1,248.0,465.0
n02107312_4972,miniature_pinscher,n02107312_4972,1.0,21.0,304.0,326.0,02107312,n02107312_4972,1,n02107312_4972-miniature_pinscher_cr1,303.0,305.0
n02107312_4979,miniature_pinscher,n02107312_4979,0.0,217.0,108.0,309.0,02107312,n02107312_4979,2,n02107312_4979-miniature_pinscher_cr2,108.0,92.0
n02107312_4996,miniature_pinscher,n02107312_4996,79.0,90.0,262.0,280.0,02107312,n02107312_4996,1,n02107312_4996-miniature_pinscher_cr1,183.0,190.0
n02107312_4997,miniature_pinscher,n02107312_4997,230.0,42.0,369.0,205.0,02107312,n02107312_4997,1,n02107312_4997-miniature_pinscher_cr1,139.0,163.0
n02107312_5055,miniature_pinscher,n02107312_5055,1.0,100.0,267.0,498.0,02107312,n02107312_5055,1,n02107312_5055-miniature_pinscher_cr1,266.0,398.0
n02107312_5059,miniature_pinscher,n02107312_5059,0.0,0.0,233.0,359.0,02107312,n02107312_5059,1,n02107312_5059-miniature_pinscher_cr1,233.0,359.0
n02107312_5077,miniature_pinscher,n02107312_5077,13.0,6.0,259.0,357.0,02107312,n02107312_5077,1,n02107312_5077-miniature_pinscher_cr1,246.0,351.0
n02107312_5113,miniature_pinscher,n02107312_5113,1.0,0.0,327.0,498.0,02107312,n02107312_5113,1,n02107312_5113-miniature_pinscher_cr1,326.0,498.0
n02107312_5114,miniature_pinscher,n02107312_5114,6.0,2.0,312.0,498.0,02107312,n02107312_5114,1,n02107312_5114-miniature_pinscher_cr1,306.0,496.0
n02107312_5188,miniature_pinscher,n02107312_5188,0.0,36.0,377.0,498.0,02107312,n02107312_5188,1,n02107312_5188-miniature_pinscher_cr1,377.0,462.0
n02107312_5281,miniature_pinscher,n02107312_5281,15.0,0.0,345.0,318.0,02107312,n02107312_5281,1,n02107312_5281-miniature_pinscher_cr1,330.0,318.0
n02107312_5287,miniature_pinscher,n02107312_5287,72.0,102.0,497.0,398.0,02107312,n02107312_5287,1,n02107312_5287-miniature_pinscher_cr1,425.0,296.0
n02107312_5290,miniature_pinscher,n02107312_5290,100.0,2.0,450.0,408.0,02107312,n02107312_5290,1,n02107312_5290-miniature_pinscher_cr1,350.0,406.0
n02107312_5299,miniature_pinscher,n02107312_5299,79.0,2.0,494.0,447.0,02107312,n02107312_5299,1,n02107312_5299-miniature_pinscher_cr1,415.0,445.0
n02107312_5357,miniature_pinscher,n02107312_5357,21.0,14.0,475.0,367.0,02107312,n02107312_5357,1,n02107312_5357-miniature_pinscher_cr1,454.0,353.0
n02107312_5385,miniature_pinscher,n02107312_5385,190.0,0.0,479.0,359.0,02107312,n02107312_5385,1,n02107312_5385-miniature_pinscher_cr1,289.0,359.0
n02107312_5407,miniature_pinscher,n02107312_5407,38.0,76.0,293.0,458.0,02107312,n02107312_5407,1,n02107312_5407-miniature_pinscher_cr1,255.0,382.0
n02107312_5431,miniature_pinscher,n02107312_5431,43.0,13.0,279.0,486.0,02107312,n02107312_5431,1,n02107312_5431-miniature_pinscher_cr1,236.0,473.0
n02107312_5452,miniature_pinscher,n02107312_5452,0.0,70.0,175.0,498.0,02107312,n02107312_5452,1,n02107312_5452-miniature_pinscher_cr1,175.0,428.0
n02107312_546,miniature_pinscher,n02107312_546,53.0,29.0,465.0,369.0,02107312,n02107312_546,2,n02107312_546-miniature_pinscher_cr2,412.0,340.0
n02107312_5474,miniature_pinscher,n02107312_5474,96.0,50.0,300.0,383.0,02107312,n02107312_5474,1,n02107312_5474-miniature_pinscher_cr1,204.0,333.0
n02107312_5567,miniature_pinscher,n02107312_5567,112.0,30.0,321.0,361.0,02107312,n02107312_5567,1,n02107312_5567-miniature_pinscher_cr1,209.0,331.0
n02107312_5599,miniature_pinscher,n02107312_5599,110.0,74.0,372.0,355.0,02107312,n02107312_5599,1,n02107312_5599-miniature_pinscher_cr1,262.0,281.0
n02107312_5604,miniature_pinscher,n02107312_5604,100.0,23.0,355.0,490.0,02107312,n02107312_5604,1,n02107312_5604-miniature_pinscher_cr1,255.0,467.0
n02107312_5625,miniature_pinscher,n02107312_5625,0.0,0.0,423.0,324.0,02107312,n02107312_5625,1,n02107312_5625-miniature_pinscher_cr1,423.0,324.0
n02107312_5665,miniature_pinscher,n02107312_5665,92.0,23.0,405.0,377.0,02107312,n02107312_5665,1,n02107312_5665-miniature_pinscher_cr1,313.0,354.0
n02107312_5686,miniature_pinscher,n02107312_5686,40.0,47.0,295.0,495.0,02107312,n02107312_5686,1,n02107312_5686-miniature_pinscher_cr1,255.0,448.0
n02107312_5719,miniature_pinscher,n02107312_5719,102.0,8.0,340.0,490.0,02107312,n02107312_5719,1,n02107312_5719-miniature_pinscher_cr1,238.0,482.0
n02107312_5752,miniature_pinscher,n02107312_5752,82.0,233.0,264.0,399.0,02107312,n02107312_5752,1,n02107312_5752-miniature_pinscher_cr1,182.0,166.0
n02107312_5776,miniature_pinscher,n02107312_5776,85.0,43.0,417.0,330.0,02107312,n02107312_5776,1,n02107312_5776-miniature_pinscher_cr1,332.0,287.0
n02107312_579,miniature_pinscher,n02107312_579,64.0,11.0,318.0,355.0,02107312,n02107312_579,1,n02107312_579-miniature_pinscher_cr1,254.0,344.0
n02107312_5792,miniature_pinscher,n02107312_5792,165.0,130.0,326.0,306.0,02107312,n02107312_5792,1,n02107312_5792-miniature_pinscher_cr1,161.0,176.0
n02107312_5798,miniature_pinscher,n02107312_5798,39.0,67.0,499.0,374.0,02107312,n02107312_5798,1,n02107312_5798-miniature_pinscher_cr1,460.0,307.0
n02107312_5816,miniature_pinscher,n02107312_5816,84.0,4.0,444.0,372.0,02107312,n02107312_5816,1,n02107312_5816-miniature_pinscher_cr1,360.0,368.0
n02107312_5862,miniature_pinscher,n02107312_5862,64.0,64.0,360.0,251.0,02107312,n02107312_5862,1,n02107312_5862-miniature_pinscher_cr1,296.0,187.0
n02107312_5968,miniature_pinscher,n02107312_5968,147.0,32.0,410.0,331.0,02107312,n02107312_5968,1,n02107312_5968-miniature_pinscher_cr1,263.0,299.0
n02107312_5987,miniature_pinscher,n02107312_5987,134.0,86.0,259.0,296.0,02107312,n02107312_5987,1,n02107312_5987-miniature_pinscher_cr1,125.0,210.0
n02107312_6003,miniature_pinscher,n02107312_6003,213.0,0.0,406.0,332.0,02107312,n02107312_6003,1,n02107312_6003-miniature_pinscher_cr1,193.0,332.0
n02107312_6029,miniature_pinscher,n02107312_6029,81.0,64.0,235.0,302.0,02107312,n02107312_6029,1,n02107312_6029-miniature_pinscher_cr1,154.0,238.0
n02107312_6049,miniature_pinscher,n02107312_6049,60.0,28.0,270.0,215.0,02107312,n02107312_6049,1,n02107312_6049-miniature_pinscher_cr1,210.0,187.0
n02107312_6051,miniature_pinscher,n02107312_6051,143.0,87.0,437.0,332.0,02107312,n02107312_6051,1,n02107312_6051-miniature_pinscher_cr1,294.0,245.0
n02107312_6080,miniature_pinscher,n02107312_6080,99.0,121.0,292.0,282.0,02107312,n02107312_6080,2,n02107312_6080-miniature_pinscher_cr2,193.0,161.0
n02107312_6098,miniature_pinscher,n02107312_6098,165.0,0.0,412.0,373.0,02107312,n02107312_6098,1,n02107312_6098-miniature_pinscher_cr1,247.0,373.0
n02107312_612,miniature_pinscher,n02107312_612,338.0,12.0,463.0,318.0,02107312,n02107312_612,1,n02107312_612-miniature_pinscher_cr1,125.0,306.0
n02107312_6129,miniature_pinscher,n02107312_6129,0.0,66.0,311.0,330.0,02107312,n02107312_6129,1,n02107312_6129-miniature_pinscher_cr1,311.0,264.0
n02107312_6136,miniature_pinscher,n02107312_6136,153.0,1.0,426.0,374.0,02107312,n02107312_6136,1,n02107312_6136-miniature_pinscher_cr1,273.0,373.0
n02107312_6151,miniature_pinscher,n02107312_6151,118.0,0.0,498.0,327.0,02107312,n02107312_6151,1,n02107312_6151-miniature_pinscher_cr1,380.0,327.0
n02107312_6186,miniature_pinscher,n02107312_6186,148.0,87.0,332.0,328.0,02107312,n02107312_6186,1,n02107312_6186-miniature_pinscher_cr1,184.0,241.0
n02107312_6246,miniature_pinscher,n02107312_6246,80.0,46.0,427.0,372.0,02107312,n02107312_6246,1,n02107312_6246-miniature_pinscher_cr1,347.0,326.0
n02107312_6275,miniature_pinscher,n02107312_6275,135.0,198.0,387.0,482.0,02107312,n02107312_6275,1,n02107312_6275-miniature_pinscher_cr1,252.0,284.0
n02107312_6375,miniature_pinscher,n02107312_6375,63.0,77.0,417.0,319.0,02107312,n02107312_6375,1,n02107312_6375-miniature_pinscher_cr1,354.0,242.0
n02107312_6380,miniature_pinscher,n02107312_6380,11.0,56.0,367.0,457.0,02107312,n02107312_6380,1,n02107312_6380-miniature_pinscher_cr1,356.0,401.0
n02107312_6487,miniature_pinscher,n02107312_6487,184.0,58.0,320.0,324.0,02107312,n02107312_6487,1,n02107312_6487-miniature_pinscher_cr1,136.0,266.0
n02107312_6541,miniature_pinscher,n02107312_6541,127.0,44.0,452.0,369.0,02107312,n02107312_6541,1,n02107312_6541-miniature_pinscher_cr1,325.0,325.0
n02107312_6580,miniature_pinscher,n02107312_6580,100.0,0.0,436.0,374.0,02107312,n02107312_6580,1,n02107312_6580-miniature_pinscher_cr1,336.0,374.0
n02107312_6598,miniature_pinscher,n02107312_6598,70.0,24.0,499.0,374.0,02107312,n02107312_6598,1,n02107312_6598-miniature_pinscher_cr1,429.0,350.0
n02107312_6617,miniature_pinscher,n02107312_6617,56.0,0.0,466.0,332.0,02107312,n02107312_6617,1,n02107312_6617-miniature_pinscher_cr1,410.0,332.0
n02107312_6650,miniature_pinscher,n02107312_6650,178.0,116.0,278.0,334.0,02107312,n02107312_6650,1,n02107312_6650-miniature_pinscher_cr1,100.0,218.0
n02107312_6680,miniature_pinscher,n02107312_6680,8.0,53.0,486.0,332.0,02107312,n02107312_6680,1,n02107312_6680-miniature_pinscher_cr1,478.0,279.0
n02107312_6683,miniature_pinscher,n02107312_6683,97.0,39.0,397.0,374.0,02107312,n02107312_6683,1,n02107312_6683-miniature_pinscher_cr1,300.0,335.0
n02107312_6695,miniature_pinscher,n02107312_6695,116.0,58.0,308.0,453.0,02107312,n02107312_6695,1,n02107312_6695-miniature_pinscher_cr1,192.0,395.0
n02107312_67,miniature_pinscher,n02107312_67,63.0,13.0,345.0,487.0,02107312,n02107312_67,1,n02107312_67-miniature_pinscher_cr1,282.0,474.0
n02107312_6706,miniature_pinscher,n02107312_6706,87.0,61.0,275.0,481.0,02107312,n02107312_6706,1,n02107312_6706-miniature_pinscher_cr1,188.0,420.0
n02107312_6823,miniature_pinscher,n02107312_6823,63.0,30.0,396.0,498.0,02107312,n02107312_6823,1,n02107312_6823-miniature_pinscher_cr1,333.0,468.0
n02107312_6924,miniature_pinscher,n02107312_6924,36.0,36.0,370.0,498.0,02107312,n02107312_6924,1,n02107312_6924-miniature_pinscher_cr1,334.0,462.0
n02107312_6926,miniature_pinscher,n02107312_6926,129.0,37.0,497.0,332.0,02107312,n02107312_6926,1,n02107312_6926-miniature_pinscher_cr1,368.0,295.0
n02107312_7,miniature_pinscher,n02107312_7,0.0,0.0,499.0,372.0,02107312,n02107312_7,1,n02107312_7-miniature_pinscher_cr1,499.0,372.0
n02107312_7007,miniature_pinscher,n02107312_7007,5.0,0.0,351.0,374.0,02107312,n02107312_7007,1,n02107312_7007-miniature_pinscher_cr1,346.0,374.0
n02107312_7018,miniature_pinscher,n02107312_7018,172.0,58.0,349.0,309.0,02107312,n02107312_7018,1,n02107312_7018-miniature_pinscher_cr1,177.0,251.0
n02107312_7029,miniature_pinscher,n02107312_7029,26.0,12.0,305.0,486.0,02107312,n02107312_7029,1,n02107312_7029-miniature_pinscher_cr1,279.0,474.0
n02107312_7076,miniature_pinscher,n02107312_7076,197.0,112.0,278.0,280.0,02107312,n02107312_7076,1,n02107312_7076-miniature_pinscher_cr1,81.0,168.0
